id_str,timestamp_ms,geo_type,poly_area,lon,lat,lon2,lat2,user_id,user_location,retweet,text,label
614176541384151041,1435266072971,coords,0.0,-87.86968,41.81597,\N,\N,37973195,chicago il,0,closed due to accident in #lagrange on lagrange rd nb from burlington ave to hillgrove ave #traffic #chicago	,1.0
614186689452376064,1435268492459,coords,0.0,-88.081726,41.525032,\N,\N,23472383,chicago il,0,we re #hiring click to apply kelles transport hiring long haul drivers #transportation #joliet il #job #jobs	,0.0
614195154744836096,1435270510742,coords,0.0,-88.147285,41.785862,\N,\N,23472383,chicago il,0,kelle s transport service inc #transportation #job kelles transport hiring long haul drivers #naperville il	,0.0
614215619274260480,1435275389866,coords,0.0,-87.746124,41.917046,\N,\N,42468588,41.939 -87.7467,0,saturday @ cta bus stop cicero amp armitage in chicago il	,0.0
614221168132796416,1435276712817,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,video shows officers using stun gun on metra passenger passengers on an early monday morning metra train to elgin	,1.0
614241431146762240,1435281543896,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,21 year old man fatally shot at edgewater car wash police say commuters slowed at the busy intersection during	,0.0
614245182112944128,1435282438196,coords,0.0,-87.62413,41.873997,\N,\N,145726193,chicago,0,@mblancartejr thanks buddy i was driving a loaner so with my own car they go on and off on own	,0.0
614257317673086976,1435285331539,coords,0.0,-87.68835,41.946342,\N,\N,42468588,41.939 -87.7467,0,close enough #transit #aca #chicago at @cta bus stop 8195 in chicago il	,0.0
614260200753729536,1435286018919,coords,0.0,-87.68699,41.91038,\N,\N,42468588,41.939 -87.7467,0,a #sexpositive venue is within staggering distance of this #transit bus stop 8 #bdsm #aca #chicago at @cta	,0.0
614261266081779712,1435286272913,coords,0.0,-87.74604,41.909573,\N,\N,42468588,41.939 -87.7467,0,auto or no auto we need groceries 8 s #transit #aca @ north ave and cicero bus stop in chicago il	,0.0
614264623454384128,1435287073373,coords,0.0,-87.74613,41.90959,\N,\N,42468588,41.939 -87.7467,0,it isn t easy #groceries shopping when your transport vehicle is a @cta #transit bus exhales #aca #chicago	,0.0
614269477400780800,1435288230644,coords,0.0,-87.636955,41.921734,\N,\N,570988724,,0,i m at cta bus stop 1909 in chicago il	,0.0
614269498804170752,1435288235747,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,metra passenger retains attorney after incident involving taser metra police say he was an unruly passenger who	,1.0
614269503510163457,1435288236869,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,police seek suspect in fatal shooting at edgewater car wash chicago police are searching for the suspect in a	,1.0
614325253834211328,1435301528782,coords,0.0,-87.709145,41.827732,\N,\N,91193509,chicago,0,traffic on lake shore drive #hadmelike i feel you lil homie #lsd #chicago @ lake shore drive	,1.0
614381334220292097,1435314899388,coords,0.0,-87.80753,41.92311,\N,\N,2240374424,elmwood park il,0,police use taser on metra passenger during scuffle #metra	,1.0
614413362387124226,1435322535498,coords,0.0,-87.66203,41.62162,\N,\N,61366106,chicago/blue island il,0,the fact my phone switched to 3g ever since driving around that construction area a few minutes ago lt lt lt	,1.0
614434070441799680,1435327472683,coords,0.0,-87.869225,41.80503,\N,\N,23472383,chicago il,0,this #transportation #job might be a great fit for you kelles transport hiring long haul drivers #lagrange il	,0.0
614435861703192577,1435327899753,coords,0.0,-87.94438,41.90615,\N,\N,37973195,chicago il,0,closed due to accident in #elmhurst on n ave wb at maple ave #traffic #chicago	,1.0
614439786330222593,1435328835457,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,metra cops stun passenger in incident on board train a bloomingdale man was planning to sue metra after transit	,1.0
614441515499151360,1435329247723,coords,0.0,-87.94294,41.9062,\N,\N,37973195,chicago il,0,closed due to accident in #elmhurst on n ave wb between larch ave and maple ave solid back to york rd delay of 3 mins #traffic #chicago	,1.0
614442297007017984,1435329434049,coords,0.0,-87.50004,41.58337,\N,\N,148801195,indiana,0,roadrunner transportation cdl a company truck drivers truckload #hammond in #transportation #job #jobs #hiring	,0.0
614442535633551360,1435329490942,coords,0.0,-87.6298,41.878113,\N,\N,23472383,chicago il,0,#transportation #job alert cdl a company truck drivers truckload roadrunner transportation #chicago il #jobs	,0.0
614451012070301696,1435331511882,coords,0.0,-87.6298,41.878113,\N,\N,23472383,chicago il,0,#chicago il #transportation kelles transport hiring over the road drivers at kelle s transport service inc	,0.0
614459483566149632,1435333531644,coords,0.0,-87.869225,41.80503,\N,\N,23472383,chicago il,0,this #transportation #job might be a great fit for you kelles transport hiring over the road drivers #hiring	,0.0
614467426206543872,1435335425317,coords,0.0,-88.06524,42.38506,\N,\N,611187514,hudson valley ny,0,even metra gets delayed by freight trains not used to that on east coast commuter rail	,1.0
614467601133998080,1435335467023,coords,0.0,-88.0684,41.698643,\N,\N,149163086,illinois,0,we re #hiring click to apply kelles transport hiring over the road drivers #transportation #bolingbrook il	,0.0
614469185423343617,1435335844747,coords,0.0,-88.081726,41.525032,\N,\N,2151580860,salt lake city ut,0,can you recommend anyone for this #job kelles transport hiring long haul drivers #otr	,0.0
614487478871920642,1435340206245,coords,0.0,-87.66462,41.888817,\N,\N,611187514,hudson valley ny,0,approaching chicago union station about 10 min late need to try to get lunch amp catch amtrak hiawatha train we ll see	,0.0
614497919417327619,1435342695465,coords,0.0,-87.8761,42.022118,\N,\N,399182812,chicago il,0,today s lunch hour traffic on the columbus drive bridge @ columbus drive bridge	,0.0
614508454548500480,1435345207236,coords,0.0,-87.35713,41.561985,\N,\N,16733338,land of the heartless,0,i think we re in gary last stop before ann arbor @ love s travel stop in gary in	,0.0
614525286076420096,1435349220185,coords,0.0,-87.60699,41.60087,\N,\N,88114220,illinois,0,love s travel stops amp country st #hospitality #job restaurant manager general manager #southholland il	,0.0
614533287499841536,1435351127873,coords,0.0,-87.65685,41.88547,\N,\N,397720504,#chicago,0,and its wierd because every day i go up here i hear your name because its a stop on the train with you name	,0.0
614538032000057348,1435352259050,coords,0.0,-88.32007,41.760586,\N,\N,2151580860,salt lake city ut,0,can you recommend anyone for this #job kelles transport hiring long haul drivers #otr	,0.0
614539775698034688,1435352674780,coords,0.0,-87.63,41.90314,\N,\N,37973195,chicago il,0,accident involving bus in #nearnorthside on dearborn ave between elm st and division #traffic #chicago	,1.0
614543223839662081,1435353496881,coords,0.0,-87.6388,41.8777,\N,\N,19218590,villa park il,0,travelers for the train drinking a daisy cutter pale ale @ chicago union station #photo	,0.0
614545837524299776,1435354120032,coords,0.0,-88.14686,41.48198,\N,\N,2240374424,elmwood park il,0,purple heart recipient denied bus ride due to service dog #serviceanimaldenied	,0.0
614556011714768896,1435356545748,coords,0.0,-87.69431,41.931725,\N,\N,67163483,suratthani thailand,0,coolest subway station i ve ever seen #chicago @ chi town	,0.0
614560754218500096,1435357676449,coords,0.0,-87.99173,41.844868,\N,\N,475356052,wild west of mi,0,it s all i can do not to throw a bf driving in this traffic rn	,0.0
614560891791523840,1435357709249,coords,0.0,-88.31663,42.07054,\N,\N,37973195,chicago il,0,closed due to accident in #elgin on mclean blvd sb from holmes rd to big timber rd #traffic #chicago	,1.0
614565483279314945,1435358803945,coords,0.0,-87.22804,41.59159,\N,\N,37973195,chicago il,0,closed due to accident in #indianatollroad on indiana toll rd eb at i 94 solid back to clay st delay of 29 mins #traffic #chicago	,1.0
614567704364720128,1435359333493,coords,0.0,-87.63935,41.878613,\N,\N,66233688,grand rapids mi,0,first time riding a train on my own i m honestly surprised i made it union station is a	,0.0
614572497623732224,1435360476295,coords,0.0,-87.90764,41.98132,\N,\N,12524432,midwest,0,@united what a joke you cancelled my flight due to maintenance and won t give me my checked bags y not i d rather just drive home	,0.0
614574698672697344,1435361001066,coords,0.0,-87.73987,41.69457,\N,\N,37973195,chicago il,0,closed due to accident in #oaklawn on cicero ave sb between 109th st and 111th st #traffic #chicago	,1.0
614585386204069888,1435363549172,coords,0.0,-87.62653,41.8795,\N,\N,15429088,chicago il,0,train rain station @ harold washington library brown line	,0.0
614590251345006592,1435364709112,coords,0.0,-87.69312,41.914066,\N,\N,291510259,chicago,0,if my bus is going to stop running at 7pm on a friday and i have to walk the two miles home with	,0.0
614592099141447680,1435365149661,coords,0.0,-87.658646,41.969276,\N,\N,18256105,chicago il,0,bikes on trains @ lawrence red line stop	,0.0
614596408138670080,1435366177006,coords,0.0,-87.29963,41.569374,\N,\N,260331979,,0,they took my picture stop and go traffic bored so i took their picture dead bug got in the way	,0.0
614613035202838528,1435370141207,coords,0.0,-87.64052,41.88384,\N,\N,5685462,chicago,0,a heineken before my train comes @ ogilvie transportation center @metra in chicago il	,0.0
614632094740914176,1435374685355,coords,0.0,-87.63972,41.913136,\N,\N,940686708,,0,from car to bus to train to taxi we finally made it to the windy city @ fav city	,0.0
614780867316035584,1435410155501,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,man wanted for inappropriately touching woman on cta train police have released photos of a man wanted for	,0.0
614798723814559744,1435414412822,coords,0.0,-87.82896,42.127525,\N,\N,22968395,chicago il,0,we re #hiring read about our latest #job opening here contact center customer service inbound outbound #clerical	,0.0
614805646534246400,1435416063327,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,police woman touched inappropriately followed off blue line train police released surveillance footage friday of	,0.0
614807308833427457,1435416459650,coords,0.0,-87.71065,41.63964,\N,\N,61366106,chicago/blue island il,0,she just got a in an accident the other month because of drinking and they had an open bottle in the car	,0.0
614822644156887040,1435420115876,coords,0.0,-87.65365,41.921288,\N,\N,750296155,,0,the l train i m on is delayed because crews are working on the track ahead not terrifying at all	,1.0
614834786314555392,1435423010792,coords,0.0,-87.6298,41.878113,\N,\N,73210851,omaha ne,0,union pacific app passenger car electrician #chicago il #skilledtrade #unionpacificjobs #job #jobs #hiring	,0.0
614834953289756673,1435423050602,coords,0.0,-87.34643,41.59337,\N,\N,2651294322,coast to coast,0,#automotive #job alert store maintenance technician love s travel stops amp country st #gary in #jobs	,0.0
614839283560656896,1435424083019,coords,0.0,-87.62422,41.87632,\N,\N,201310655,,0,downtown traffic stops for heavy lift #helicopter in #chicago	,1.0
614840019061219328,1435424258376,coords,0.0,-87.80582,42.074947,\N,\N,755452,chicago & the world,0,it s a brandmobile duel @ glenview train station	,0.0
614840840175812608,1435424454145,coords,0.0,-88.08951,41.64753,\N,\N,2151580860,salt lake city ut,0,we re #hiring click to apply kelles transport hiring over the road drivers #otr	,0.0
614841585474400257,1435424631838,coords,0.0,-87.89553,41.661285,\N,\N,1468935109,,0,i get into cara s car and she has the spanish station casually playing	,0.0
614847179165839360,1435425965478,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,police investigate best buy smash and grab a 15 passenger van smashed its way through a best buy store in tinley	,1.0
614852614790844416,1435427261432,coords,0.0,-88.25776,42.13231,\N,\N,37973195,chicago il,0,closed due to accident in #kane on rte 25 both nb sb between helm rd and il 62 #traffic #chicago	,1.0
614855258682986496,1435427891785,coords,0.0,-88.25776,42.13231,\N,\N,37973195,chicago il,0,closed due to accident in #barringtonhills on rte 25 both nb sb between helm rd and il 62 #traffic #chicago	,1.0
614877750336188416,1435433254213,coords,0.0,-88.0684,41.698643,\N,\N,2151580860,salt lake city ut,0,can you recommend anyone for this #job kelles transport hiring long haul drivers #otr	,0.0
614882796776128516,1435434457378,coords,0.0,-87.70075,41.8921,\N,\N,227881490,chicago il,0,driving the goose island bus @ goose island barrel warehouse	,0.0
614887730053427200,1435435633563,coords,0.0,-88.25778,42.15117,\N,\N,37973195,chicago il,0,closed due to accident in #barringtonhills on rte 25 sb between il 62 and helm rd #traffic #chicago	,1.0
614890010978975744,1435436177378,coords,0.0,-87.80135,41.831593,\N,\N,611187514,hudson valley ny,0,train back to union station running late but should still make it back to otc just fine	,0.0
614899131232964612,1435438351816,coords,0.0,-87.6885,41.87374,\N,\N,393075234,chicago,0,#tshirt is in #stayloyal #staybearded #stayvillain @ train station casa de jelify	,0.0
614900809151721472,1435438751863,coords,0.0,-87.6885,41.87374,\N,\N,393075234,chicago,0,#beardedvillans #loyalty @ train station casa de jelify	,0.0
614935808156545024,1435447096276,coords,0.0,-87.64091,41.883537,\N,\N,2566301293,,0,got hit by a car but that doesn t stop me from going to the beach @ cassie wants to snuggle	,1.0
614938190579896320,1435447664290,coords,0.0,-87.65474,41.88187,\N,\N,211937180,toronto canada,0,after a day of driving through torrential rain backed up traffic and closed highway exit a drink	,0.0
614939141982306304,1435447891122,coords,0.0,-87.62954,41.88972,\N,\N,85423175,ohio,0,i would love to be driving this car right here #2015jacksonfamilyreunion #chicago @ downtown chicago	,0.0
614957233781243904,1435452204543,coords,0.0,-87.9044,41.977272,\N,\N,243919517,new york,0,heading back to nyc delayed by 3 hours due to weather @ chicago o hare international airport ord	,0.0
614978894744154112,1435457368919,coords,0.0,-87.5165,41.5354,\N,\N,1548834216,atlanta burbs,0,what i wanted to give about half the other drivers on i 65 space station middle finger #photo	,0.0
614983160137302017,1435458385868,coords,0.0,-87.67587,41.62699,\N,\N,37973195,chicago il,0,closed due to accident in #i57tuskegeeairmenmemorialtrail on i 57 inbound near dixie hwy and cal sag channel #traffic #chicago	,1.0
614983444272017408,1435458453611,coords,0.0,-87.67587,41.62699,\N,\N,37973195,chicago il,0,closed due to accident in #i57tuskegeeairmenmemorialtrail on i 57 inbound near dixie hwy and cal sag channel solid back to sibley blvd	,1.0
614988615022567425,1435459686414,coords,0.0,-87.83648,41.98444,\N,\N,37973195,chicago il,0,closed due to accident in #kennedy on i 90 inbound at cumberland ave solid back to river rd toll plz delay of 11 mins #traffic #chicago	,1.0
615004105220718592,1435463379565,coords,0.0,-87.636955,41.921734,\N,\N,570988724,,0,going in after a long long day @ cta bus stop 1909 in chicago il	,0.0
615013813465817088,1435465694191,coords,0.0,-87.5253,41.62427,\N,\N,269597612,chicago,0,#acid #blondies #cigar @ hammond train station	,0.0
615016010198847488,1435466217933,coords,0.0,-88.14466,42.00539,\N,\N,37973195,chicago il,0,closed due to accident in #hanoverpark on barrington rd between irving park rd and tower dr #traffic #chicago	,1.0
615055253457625088,1435475574255,coords,0.0,-87.86314,41.87112,\N,\N,37973195,chicago il,0,closed due to accident in #eisenhower on eisenhower outbound at 25th ave and mannheim rd #traffic #chicago	,1.0
615055653950767112,1435475669740,coords,0.0,-87.89114,41.87019,\N,\N,37973195,chicago il,0,closed due to accident in #eisenhower on eisenhower inbound at wolf rd and mannheim rd #traffic #chicago	,1.0
615088068496785408,1435483397970,coords,0.0,-87.92344,41.90645,\N,\N,37973195,chicago il,0,closed due to accident in #eisenhower on eisenhower inbound between n ave and st charles rd #traffic #chicago	,1.0
615100571528212480,1435486378925,coords,0.0,-87.73507,41.87344,\N,\N,37973195,chicago il,0,closed due to accident in #eisenhower on eisenhower outbound between kostner ave and cicero ave #traffic #chicago	,1.0
615123869121167360,1435491933504,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,2 dead in car motorcycle crash on eisenhower expressway two people died in a car crash on the eisenhower,1.0
615146078606884864,1435497228658,coords,0.0,-87.47955,41.61159,\N,\N,34563848,chicago il / northwest in,0,#graeginator currently at #eastchicago #nictd #southshore train station going to #chicago s	,0.0
615152686590111744,1435498804124,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,new federal regulations on tank car trains face challenges the u s railroad industry several environmental	,0.0
615177087364694016,1435504621722,coords,0.0,-87.6298,41.878113,\N,\N,180060674,illinois,0,#skilledtrade #job alert app passenger car electrician union pacific #chicago il #unionpacificjobs #jobs	,0.0
615177229622841344,1435504655639,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,police man woman killed in cicero motorcycle crash a man and woman were killed while riding a motorcycle in west	,1.0
615177236103041025,1435504657184,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,2 killed in motorcycle accident in cicero a man and a woman were killed saturday afternoon after a car struck the	,1.0
615177238472843264,1435504657749,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,police man woman killed in suburban motorcycle crash a man and a woman were killed in a motorcycle crash in west	,1.0
615183979105386496,1435506264841,coords,0.0,-87.88187,41.868534,\N,\N,603913814,chicago,0,she yells this out her car window as she s driving by hey you who me yes is this your	,0.0
615188063208218624,1435507238567,coords,0.0,-87.65081,41.954678,\N,\N,213964317,chicago il,0,gay #parade at @cta bus stop 5356 in chicago il	,0.0
615195175996928000,1435508934388,coords,0.0,-87.6298,41.878113,\N,\N,23472383,chicago il,0,can you recommend anyone for this #job kelles transport hiring long haul drivers #chicago il #transportation	,0.0
615200554290184192,1435510216673,coords,0.0,-87.62442,41.722355,\N,\N,34563848,chicago il / northwest in,0,i hate this station waiting for my buddy to get off pace bus 353 and heading to gay pride @ cta 95th dan ryan	,0.0
615211341524025344,1435512788550,coords,0.0,-87.6298,41.878113,\N,\N,863543816,,0,cdl a company truck drivers truckload roadrunner transportation #chicago il #transportation #job #jobs	,0.0
615215323722047488,1435513737980,coords,0.0,-87.34643,41.59337,\N,\N,148801195,indiana,0,#gary in #transportation #job cdl a company truck drivers truckload at roadrunner transportation #jobs #hiring	,0.0
615229652844437504,1435517154309,coords,0.0,-88.36491,41.42088,\N,\N,37973195,chicago il,0,closed due to accident in #i80 on i 80 wb from brisbin rd to rte 47 solid back to three rivers rest area wb delay of 67 mins #traffic	,1.0
615235756559237120,1435518609548,coords,0.0,-87.637146,41.88178,\N,\N,71714874,chicago il,0,amtrak #customerservice #job train station customer service 90184745 #chicago il #jobs #hiring #tweetmyjobs	,0.0
615236965701517312,1435518897830,coords,0.0,-87.61665,41.89681,\N,\N,37973195,chicago il,0,closed due to accident in #lakeshoredrive on lk shore dr nb between chicago ave and fullerton pky solid back to monroe dr delay of 37 mins,1.0
615239081476272128,1435519402270,coords,0.0,-87.90382,41.97759,\N,\N,21972549,chicago il,0,@cta it is a complete shit show at the ohare blue line train shut down not nearly enough buses no buses in sight #ctafail #mess	,1.0
615243668425805825,1435520495884,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,westbound i 80 shut down in morris after accident a multiple vehicle crash has shut down interstate 80 westbound	,1.0
615255184206225408,1435523241460,coords,0.0,-88.36491,41.42088,\N,\N,37973195,chicago il,0,closed due to accident in #i80 on i 80 wb from brisbin rd to rte 47 solid back to minooka rd delay of 77 mins #traffic #chicago	,1.0
615257918313775104,1435523893322,coords,0.0,-87.50664,41.6911,\N,\N,422774114,outer suburbia,0,last stop before chicago at @amtrak hammond whiting station hmi in hammond in	,0.0
615258278193315840,1435523979124,coords,0.0,-88.08951,41.64753,\N,\N,149163086,illinois,0,#transportation in #romeoville il kelles transport hiring long haul drivers at kelle s transport service inc	,0.0
615267498489819136,1435526177414,coords,0.0,-88.0684,41.698643,\N,\N,149163086,illinois,0,#bolingbrook il #transportation #job cdl a company truck drivers truckload at roadrunner transportation #jobs	,0.0
615273622026911745,1435527637379,coords,0.0,-88.32007,41.760586,\N,\N,149163086,illinois,0,were hiring over the road drivers kelle s transport service inc #aurora il #transportation #job #jobs	,0.0
615282767987888128,1435529817946,coords,0.0,-88.332855,41.91273,\N,\N,208147299,chicago,0,people that drive around with stuff animals in their car creep me the fuck out #pervertalert	,0.0
615282809389780992,1435529827817,coords,0.0,-88.32007,41.760586,\N,\N,149163086,illinois,0,roadrunner transportation #transportation #job cdl a company truck drivers truckload #aurora il #jobs #hiring	,0.0
615294340903141376,1435532577144,coords,0.0,-87.90543,41.97421,\N,\N,7566122,madison wi,0,that flight should have left 30 minutes ago now not scheduled to depart until 7 i should have been home by now	,0.0
615303511513772032,1435534763588,coords,0.0,-87.68654,41.63964,\N,\N,61366106,chicago/blue island il,0,when your car insurance rate go up after you cause several car accidents	,0.0
615479595882577920,1435576745373,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,crash and grab robbery targets north side store police are investigating a crash and grab robbery on the city s	,1.0
615479679915589633,1435576765408,coords,0.0,-87.79472,41.61705,\N,\N,37973195,chicago il,0,closed due to accident in #orlandpark on 151st st eb at harlem ave #traffic #chicago	,1.0
615482143754457089,1435577352833,coords,0.0,-87.79472,41.61705,\N,\N,37973195,chicago il,0,closed due to accident in #orlandpark on 151st st eb at harlem ave #traffic #chicago	,1.0
615486016799911936,1435578276239,coords,0.0,-87.64521,41.87542,\N,\N,37973195,chicago il,0,ramp to outbound ryan blocked with crash in #eisenhower on eisenhower outbound at the byrne cir interchange #traffic #chicago	,1.0
615488050601181184,1435578761135,coords,0.0,-87.62627,41.888046,\N,\N,55540658,chicago,0,crash and grab robbery targets north side store police are investigating a crash and grab robbery on the city s	,1.0
615547121945706496,1435592844841,coords,0.0,-88.0652618408,41.8764610291,,,23375942,socal,0,excited for the train ride to the city @ glen ellyn metra station,0.0
615557729508159488,1435595373881,coords,0.0,-87.7916564941,42.1379318237,,,37973195,chicago il,0,closed due to accident in #northbrook on skokie blvd sb at il 68 #traffic #chicago,1.0
615560629097594880,1435596065197,coords,0.0,-87.7916564941,42.1379318237,,,37973195,chicago il,0,closed due to a rollover accident in #northbrook on skokie blvd sb at il 68 #traffic #chicago,1.0
615562650928328704,1435596547239,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,amtrak planning major renovations at union station a piece of chicago history is on track for a makeover as,0.0
615564092963749888,1435596891047,coords,0.0,-87.6802902222,41.7485351562,,,2815201544,il ✈️ ne ✈️.. tx,0,buster the chicago bus amp train tracker by electropufwrstern street,0.0
615572851903455233,1435598979341,coords,0.0,-87.5463790894,41.586479187,,,48845172,,0,the police station in lansing be on bs,0.0
615599515186262016,1435605336363,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,amtrak plans major makeover for chicago s union station the public hasn t seen them for decades but chicago s,0.0
615605814468816896,1435606838229,coords,0.0,-87.6297988892,41.878112793,,,863543816,,0,#chicago il #transportation #job cdl a company truck drivers dedicated at roadrunner transportation #jobs #hiring,0.0
615607700353761285,1435607287859,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,incident involving person barricaded in home ends peacefully cops say wheaton police say they were able to,1.0
615619007786254336,1435609983761,coords,0.0,-87.9317703247,42.1976394653,,,37973195,chicago il,0,closed due to accident in #lincolnshire on milwaukee ave sb between rt 22 and marriott dr #traffic #chicago,1.0
615627423351091200,1435611990188,coords,0.0,-88.2633132935,42.0665512085,,,37973195,chicago il,0,closed due to a rollover accident in #janeaddamstollway on i 90 wb from rte 25 to rte 31 delay of 16 mins #traffic #chicago,1.0
615627926495625216,1435612110147,coords,0.0,-88.2633132935,42.0665512085,,,37973195,chicago il,0,closed due to a rollover accident in #janeaddamstollway on i 90 wb from rte 25 to rte 31 solid back to rte 59 delay of 55 mins #traffic,1.0
615630639442702340,1435612756964,coords,0.0,-87.8833007812,42.0396118164,,,37973195,chicago il,0,closed due to accident in #desplaines on river rd nb between us 14 and elk blvd #traffic #chicago,1.0
615635058746073088,1435613810608,coords,0.0,-87.9324493408,42.3673362732,,,472530694,chicago,0,due to my work schedule i wasn t able to be with my boy for his bday so i m making it up with a,0.0
615635257467887616,1435613857987,coords,0.0,-87.8478469849,41.6013793945,,,37973195,chicago il,0,closed due to accident in #orlandpark on 159th st both eb wb at 94th ave #traffic #chicago,1.0
615640017587691520,1435614992888,coords,0.0,-87.850112915,42.3193511963,,,37973195,chicago il,0,closed due to accident in #northchicago on martin luther king jr dr wb between martin luther king jr dr and seymour ave #traffic #chicago,1.0
615640182314774528,1435615032162,coords,0.0,-87.8952026367,42.3199310303,,,37973195,chicago il,0,closed due to accident in #waukegan on martin luther king jr dr wb between waukegan rd and rte 41 #traffic #chicago,1.0
615652988284088320,1435618085343,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,hammond man shot to death a minor traffic incident might be the reason a hammond man was killed late sunday,1.0
615673670686498817,1435623016412,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,switch replacement may cause minor delays at union station metra says more delays due to switch problems the,1.0
615682505828663296,1435625122874,coords,0.0,-87.6685714722,41.9762992859,,,570988724,,0,i m at @cta bus stop 1806 in chicago il,0.0
615693939182407680,1435627848798,coords,0.0,-87.6369552612,41.9217338562,,,570988724,,0,i m at cta bus stop 1909 in chicago il,0.0
615701123496812545,1435629561672,coords,0.0,-88.2019424438,42.0314178467,,,842298008,streamwood il / evansville in,0,it s a challenge to kill mosquitoes in your car while driving,0.0
615721753625632768,1435634480278,coords,0.0,-87.8083572388,41.9822845459,,,1959275983,oc➡️chi,0,don t mind me while i casually belt the alto part of letterbomb at this deserted subway stop,0.0
615767735033724928,1435645443100,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,passenger sets self on fire on japan s bullet train a passenger on one of japan s high speed bullet trains tried,0.0
615804505586700288,1435654209883,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,reports 2 dead after man sets self on fire on japan train a man riding one of japan s high speed bullet trains,0.0
615816312556687360,1435657024884,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,police 3 officers 2 others hospitalized after little village crash three chicago police officers and two others,1.0
615852859607810048,1435665738380,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,switch project means delays platform changes for metra riders at union station amtrak will begin a 40 day project,0.0
615852866905899008,1435665740120,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,3 officers among five hurt in little village crash three chicago police officers and two other people were injured,1.0
615856840794976257,1435666687569,coords,0.0,-87.6262664795,41.8880462646,,,55540658,chicago,0,three officers among five hurt in little village crash three chicago police officers and two other people were,1.0
615862012078366720,1435667920499,coords,0.0,-87.8469924927,42.0571708679,,,2407782361,chicago il,0,with the violence from taxi drivers harsh word from the president amp #uber execs held by police what are the chances of #uberpop surviving,0.0
